order_detail_id,order_id,product_id,quantity,price,created_at,updated_at
546,AAMA29CO416,B00O24PUO6,9,1650.0,2021-08-16 00:00:00.000000,2021-08-16 00:00:00.000000
547,AAMA29CO416,B07S9S86BF,7,1490.0,2021-08-16 00:00:00.000000,2021-08-16 00:00:00.000000
548,AMAA16AA563,B09TY4MSH3,10,2499.0,2021-05-05 00:00:00.000000,2021-05-05 00:00:00.000000
549,IANA94AA348,B08BJN4MP3,2,24850.0,2022-03-30 00:00:00.000000,2022-03-30 00:00:00.000000
550,IANA94AA348,B0B9959XF3,3,22990.0,2022-03-30 00:00:00.000000,2022-03-30 00:00:00.000000
551,IANA94AA348,B08RX8G496,4,1099.0,2022-03-30 00:00:00.000000,2022-03-30 00:00:00.000000
552,IANA94AA348,B08MC57J31,1,2499.0,2022-03-30 00:00:00.000000,2022-03-30 00:00:00.000000
553,IANA94AA348,B00K32PEW4,12,535.0,2022-03-30 00:00:00.000000,2022-03-30 00:00:00.000000
554,OCAO76OO959,B0756K5DYZ,6,6295.0,2021-10-10 00:00:00.000000,2021-10-10 00:00:00.000000
555,OCAO76OO959,B00E9G8KOY,2,600.0,2021-10-10 00:00:00.000000,2021-10-10 00:00:00.000000
556,OCAO76OO959,B07YZG8PPY,10,2299.0,2021-10-10 00:00:00.000000,2021-10-10 00:00:00.000000
557,OCAO76OO959,B09YLYB9PB,8,399.0,2021-10-10 00:00:00.000000,2021-10-10 00:00:00.000000
558,OCAO76OO959,B009DA69W6,4,1900.0,2021-10-10 00:00:00.000000,2021-10-10 00:00:00.000000
559,MNAI21IO686,B07TMCXRFV,5,1599.0,2021-08-01 00:00:00.000000,2021-08-01 00:00:00.000000
560,MNAI21IO686,B09L8DSSFH,9,999.0,2021-08-01 00:00:00.000000,2021-08-01 00:00:00.000000
561,MNAI21IO686,B07B275VN9,9,799.0,2021-08-01 00:00:00.000000,2021-08-01 00:00:00.000000
562,MNAI21IO686,B07GPXXNNG,7,999.0,2021-08-01 00:00:00.000000,2021-08-01 00:00:00.000000
563,MNAI21IO686,B09PL79D2X,8,2990.0,2021-08-01 00:00:00.000000,2021-08-01 00:00:00.000000
564,MNAI21IO686,B0994GP1CX,2,999.0,2021-08-01 00:00:00.000000,2021-08-01 00:00:00.000000
565,IOIN03CA202,B09QGZM8QB,12,999.0,2022-09-10 00:00:00.000000,2022-09-10 00:00:00.000000
566,IOIN03CA202,B09Q8WQ5QJ,14,499.0,2022-09-10 00:00:00.000000,2022-09-10 00:00:00.000000
567,IOIN03CA202,B098JYT4SY,12,1190.0,2022-09-10 00:00:00.000000,2022-09-10 00:00:00.000000
568,IOIN03CA202,B094G9L9LT,10,1950.0,2022-09-10 00:00:00.000000,2022-09-10 00:00:00.000000
569,IMCN59AA546,B0B3D39RKV,12,33999.0,2022-10-08 00:00:00.000000,2022-10-08 00:00:00.000000
570,IMCN59AA546,B09YLFHFDW,9,2790.0,2022-10-08 00:00:00.000000,2022-10-08 00:00:00.000000
571,AIPM47CP440,B09MMD1FDN,11,699.0,2021-06-28 00:00:00.000000,2021-06-28 00:00:00.000000
572,AIPM47CP440,B08FTFXNNB,14,1999.0,2021-06-28 00:00:00.000000,2021-06-28 00:00:00.000000
573,AIPM47CP440,B08YD264ZS,13,2499.0,2021-06-28 00:00:00.000000,2021-06-28 00:00:00.000000
574,CMPO17NA869,B09MZ6WZ6V,14,999.0,2021-02-28 00:00:00.000000,2021-02-28 00:00:00.000000
575,CMPO17NA869,B0752LL57V,10,440.0,2021-02-28 00:00:00.000000,2021-02-28 00:00:00.000000
576,IMCP67AP287,B0949FPSFY,9,1999.0,2021-04-30 00:00:00.000000,2021-04-30 00:00:00.000000
577,IMCP67AP287,B07JGCGNDG,14,11500.0,2021-04-30 00:00:00.000000,2021-04-30 00:00:00.000000
578,IMCP67AP287,B0BP7XLX48,3,1999.0,2021-04-30 00:00:00.000000,2021-04-30 00:00:00.000000
579,IMCP67AP287,B099K9ZX65,7,44990.0,2021-04-30 00:00:00.000000,2021-04-30 00:00:00.000000
580,IMCP67AP287,B09QS8V5N8,1,17999.0,2021-04-30 00:00:00.000000,2021-04-30 00:00:00.000000
581,IMCP67AP287,B0117H7GZ6,13,399.0,2021-04-30 00:00:00.000000,2021-04-30 00:00:00.000000
582,IMCP67AP287,B01NBX5RSB,6,1547.0,2021-04-30 00:00:00.000000,2021-04-30 00:00:00.000000
583,NIOC61PP092,B0083T231O,11,1499.0,2021-07-25 00:00:00.000000,2021-07-25 00:00:00.000000
584,NIOC61PP092,B08S7V8YTN,1,3500.0,2021-07-25 00:00:00.000000,2021-07-25 00:00:00.000000
585,NIOC61PP092,B0B2X35B1K,10,6999.0,2021-07-25 00:00:00.000000,2021-07-25 00:00:00.000000
586,NIOC61PP092,B07Y5FDPKV,15,2400.0,2021-07-25 00:00:00.000000,2021-07-25 00:00:00.000000
587,NIOC61PP092,B09939XJX8,3,1500.0,2021-07-25 00:00:00.000000,2021-07-25 00:00:00.000000
588,ONOO13PI716,B08BG4M4N7,9,499.0,2021-11-18 00:00:00.000000,2021-11-18 00:00:00.000000
589,ONOO13PI716,B08D64C9FN,2,2799.0,2021-11-18 00:00:00.000000,2021-11-18 00:00:00.000000
590,ONOO13PI716,B08CS3BT4L,11,12999.0,2021-11-18 00:00:00.000000,2021-11-18 00:00:00.000000
591,ONOO13PI716,B08J4PL1Z3,9,1490.0,2021-11-18 00:00:00.000000,2021-11-18 00:00:00.000000
592,ONOO13PI716,B08FN6WGDQ,7,15990.0,2021-11-18 00:00:00.000000,2021-11-18 00:00:00.000000
593,ONOO13PI716,B09TT6BFDX,15,1999.0,2021-11-18 00:00:00.000000,2021-11-18 00:00:00.000000
594,AAIP41OA667,B08FGNPQ9X,15,2999.0,2022-06-24 00:00:00.000000,2022-06-24 00:00:00.000000
595,AAIP41OA667,B00KRCBA6E,15,5000.0,2022-06-24 00:00:00.000000,2022-06-24 00:00:00.000000
596,AAIP41OA667,B0B61HYR92,5,999.0,2022-06-24 00:00:00.000000,2022-06-24 00:00:00.000000
597,AAIP41OA667,B095X38CJS,4,99.0,2022-06-24 00:00:00.000000,2022-06-24 00:00:00.000000
598,AAIP41OA667,B09CTWFV5W,7,9995.0,2022-06-24 00:00:00.000000,2022-06-24 00:00:00.000000
599,AAIP41OA667,B00J5DYCCA,4,1890.0,2022-06-24 00:00:00.000000,2022-06-24 00:00:00.000000
600,AAIP41OA667,B085194JFL,7,499.0,2022-06-24 00:00:00.000000,2022-06-24 00:00:00.000000
601,CAPA21NP882,B0B3X2BY3M,10,7299.0,2021-12-13 00:00:00.000000,2021-12-13 00:00:00.000000
602,CAPA21NP882,B0711PVX6Z,11,500.0,2021-12-13 00:00:00.000000,2021-12-13 00:00:00.000000
603,CAPA21NP882,B084N18QZY,8,849.0,2021-12-13 00:00:00.000000,2021-12-13 00:00:00.000000
604,NICN02IP886,B09HS1NDRQ,9,799.0,2021-03-15 00:00:00.000000,2021-03-15 00:00:00.000000
605,NICN02IP886,B0BPBXNQQT,9,1989.0,2021-03-15 00:00:00.000000,2021-03-15 00:00:00.000000
606,NICN02IP886,B09N3ZNHTY,12,4490.0,2021-03-15 00:00:00.000000,2021-03-15 00:00:00.000000
607,NICN02IP886,B095RTJH1M,1,2899.0,2021-03-15 00:00:00.000000,2021-03-15 00:00:00.000000
608,NICN02IP886,B0085W2MUQ,2,970.0,2021-03-15 00:00:00.000000,2021-03-15 00:00:00.000000
609,PCAP03OA082,B08WRWPM22,12,499.0,2021-12-14 00:00:00.000000,2021-12-14 00:00:00.000000
610,PCAP03OA082,B09MT84WV5,2,3999.0,2021-12-14 00:00:00.000000,2021-12-14 00:00:00.000000
611,PCAP03OA082,B0B2PQL5N3,10,999.0,2021-12-14 00:00:00.000000,2021-12-14 00:00:00.000000
612,PCAP03OA082,B09Q8HMKZX,7,699.0,2021-12-14 00:00:00.000000,2021-12-14 00:00:00.000000
613,AMAO47MN537,B089WB69Y1,2,649.0,2021-01-02 00:00:00.000000,2021-01-02 00:00:00.000000
614,AMAO47MN537,B09F9YQQ7B,4,24999.0,2021-01-02 00:00:00.000000,2021-01-02 00:00:00.000000
615,AMAO47MN537,B08SBH499M,6,1300.0,2021-01-02 00:00:00.000000,2021-01-02 00:00:00.000000
616,MNPI98IM019,B07QMRHWJD,9,999.0,2022-12-20 00:00:00.000000,2022-12-20 00:00:00.000000
617,MNPI98IM019,B06XSK3XL6,1,999.0,2022-12-20 00:00:00.000000,2022-12-20 00:00:00.000000
618,MNPI98IM019,B07TXCY3YK,5,3899.0,2022-12-20 00:00:00.000000,2022-12-20 00:00:00.000000
619,MNPI98IM019,B09HK9JH4F,8,399.0,2022-12-20 00:00:00.000000,2022-12-20 00:00:00.000000
620,MNPI98IM019,B00LUGTJGO,3,1549.0,2022-12-20 00:00:00.000000,2022-12-20 00:00:00.000000
621,MNPI98IM019,B08V9C4B1J,6,999.0,2022-12-20 00:00:00.000000,2022-12-20 00:00:00.000000
622,APPM29ON379,B09YLWT89W,5,18000.0,2021-12-14 00:00:00.000000,2021-12-14 00:00:00.000000
623,APPM29ON379,B08CRRQK6Z,12,12499.0,2021-12-14 00:00:00.000000,2021-12-14 00:00:00.000000
624,APPM29ON379,B01MQZ7J8K,13,1445.0,2021-12-14 00:00:00.000000,2021-12-14 00:00:00.000000
625,APPM29ON379,B096YCN3SD,12,1000.0,2021-12-14 00:00:00.000000,2021-12-14 00:00:00.000000
626,AONP53NM019,B07VNFP3C2,2,1245.0,2022-05-28 00:00:00.000000,2022-05-28 00:00:00.000000
627,AONP53NM019,B07V82W5CN,13,2198.0,2022-05-28 00:00:00.000000,2022-05-28 00:00:00.000000
628,AONP53NM019,B00GGGOYEK,13,699.0,2022-05-28 00:00:00.000000,2022-05-28 00:00:00.000000
629,AONP53NM019,B00LUGTJGO,8,1549.0,2022-05-28 00:00:00.000000,2022-05-28 00:00:00.000000
630,OCNN95AM377,B07DL1KC3H,4,899.0,2021-07-23 00:00:00.000000,2021-07-23 00:00:00.000000
631,AAOP95AM516,B07L9FW9GF,15,249.0,2021-12-15 00:00:00.000000,2021-12-15 00:00:00.000000
632,IPCM27NI557,B0989W6J2F,11,1799.0,2022-03-01 00:00:00.000000,2022-03-01 00:00:00.000000
633,IPCM27NI557,B09LHZSMRR,10,20999.0,2022-03-01 00:00:00.000000,2022-03-01 00:00:00.000000
634,IPCM27NI557,B0085IATT6,5,1800.0,2022-03-01 00:00:00.000000,2022-03-01 00:00:00.000000
635,IINA69CA714,B00GZLB57U,4,699.0,2021-04-20 00:00:00.000000,2021-04-20 00:00:00.000000
636,AMCC51AA677,B00P93X0VO,12,120.0,2021-06-29 00:00:00.000000,2021-06-29 00:00:00.000000
637,AMCC51AA677,B008IFXQFU,7,999.0,2021-06-29 00:00:00.000000,2021-06-29 00:00:00.000000
638,AMCC51AA677,B01EZ0X3L8,4,1650.0,2021-06-29 00:00:00.000000,2021-06-29 00:00:00.000000
639,AMCC51AA677,B01892MIPA,6,10900.0,2021-06-29 00:00:00.000000,2021-06-29 00:00:00.000000
640,AMCC51AA677,B07NRTCDS5,12,1499.0,2021-06-29 00:00:00.000000,2021-06-29 00:00:00.000000
641,OCAI74CM231,B0B217Z5VK,2,3999.0,2022-03-31 00:00:00.000000,2022-03-31 00:00:00.000000
642,PPNM27NP543,B0B59K1C8F,7,799.0,2021-06-23 00:00:00.000000,2021-06-23 00:00:00.000000
643,PPNM27NP543,B08V9C4B1J,5,999.0,2021-06-23 00:00:00.000000,2021-06-23 00:00:00.000000
644,PPNM27NP543,B09LJ116B5,10,20999.0,2021-06-23 00:00:00.000000,2021-06-23 00:00:00.000000
645,PPNM27NP543,B08S7V8YTN,14,3500.0,2021-06-23 00:00:00.000000,2021-06-23 00:00:00.000000
646,PPNM27NP543,B09YDFKJF8,11,1699.0,2021-06-23 00:00:00.000000,2021-06-23 00:00:00.000000
647,PPNM27NP543,B08ZN4B121,11,1599.0,2021-06-23 00:00:00.000000,2021-06-23 00:00:00.000000
648,AOIA76OM589,B0BNVBJW2S,4,7990.0,2022-09-16 00:00:00.000000,2022-09-16 00:00:00.000000
649,AOIA76OM589,B08CFCK6CW,1,7999.0,2022-09-16 00:00:00.000000,2022-09-16 00:00:00.000000
650,PNPA31MP377,B07ZR4S1G4,11,699.0,2022-10-20 00:00:00.000000,2022-10-20 00:00:00.000000
651,PNPA31MP377,B0B31FR4Y2,11,9999.0,2022-10-20 00:00:00.000000,2022-10-20 00:00:00.000000
652,PNPA31MP377,B07NPBG1B4,5,3300.0,2022-10-20 00:00:00.000000,2022-10-20 00:00:00.000000
653,MICA50MP037,B07WDKLRM4,10,19999.0,2021-03-11 00:00:00.000000,2021-03-11 00:00:00.000000
654,MICA50MP037,B08H673XKN,4,7795.0,2021-03-11 00:00:00.000000,2021-03-11 00:00:00.000000
655,MICA50MP037,B00V9NHDI4,3,3799.0,2021-03-11 00:00:00.000000,2021-03-11 00:00:00.000000
656,MICA50MP037,B0073QGKAS,5,1499.0,2021-03-11 00:00:00.000000,2021-03-11 00:00:00.000000
657,MICA50MP037,B07NC12T2R,14,4990.0,2021-03-11 00:00:00.000000,2021-03-11 00:00:00.000000
658,MICA50MP037,B015OW3M1W,15,1700.0,2021-03-11 00:00:00.000000,2021-03-11 00:00:00.000000
659,MICA50MP037,B08K36NZSV,2,999.0,2021-03-11 00:00:00.000000,2021-03-11 00:00:00.000000
660,NAAN04AI520,B08JKPVDKL,9,699.0,2021-12-06 00:00:00.000000,2021-12-06 00:00:00.000000
661,NAAN04AI520,B07B88KQZ8,1,2999.0,2021-12-06 00:00:00.000000,2021-12-06 00:00:00.000000
662,NAAN04AI520,B07Y1RCCW5,7,2550.0,2021-12-06 00:00:00.000000,2021-12-06 00:00:00.000000
663,CCNN74NA591,B0B694PXQJ,8,2999.0,2021-12-10 00:00:00.000000,2021-12-10 00:00:00.000000
664,CCNN74NA591,B07RZZ1QSW,15,799.0,2021-12-10 00:00:00.000000,2021-12-10 00:00:00.000000
665,CCNN74NA591,B09YLXYP7Y,3,399.0,2021-12-10 00:00:00.000000,2021-12-10 00:00:00.000000
666,POCA79IP191,B09FZ89DK6,12,9999.0,2021-11-05 00:00:00.000000,2021-11-05 00:00:00.000000
667,POCA79IP191,B00A328ENA,5,3945.0,2021-11-05 00:00:00.000000,2021-11-05 00:00:00.000000
668,POCA79IP191,B09JN37WBX,6,749.0,2021-11-05 00:00:00.000000,2021-11-05 00:00:00.000000
669,POCA79IP191,B0B9959XF3,8,22990.0,2021-11-05 00:00:00.000000,2021-11-05 00:00:00.000000
670,POCA79IP191,B0B9JZW1SQ,11,1200.0,2021-11-05 00:00:00.000000,2021-11-05 00:00:00.000000
671,MINA58NN914,B09HK9JH4F,4,399.0,2022-07-06 00:00:00.000000,2022-07-06 00:00:00.000000
672,MINA58NN914,B08LVVTGZK,6,1300.0,2022-07-06 00:00:00.000000,2022-07-06 00:00:00.000000
673,MINA58NN914,B09V2PZDX8,13,1599.0,2022-07-06 00:00:00.000000,2022-07-06 00:00:00.000000
674,MINA58NN914,B09BNXQ6BR,10,6499.0,2022-07-06 00:00:00.000000,2022-07-06 00:00:00.000000
675,MINA58NN914,B082T6V3DT,7,2100.0,2022-07-06 00:00:00.000000,2022-07-06 00:00:00.000000
676,ACIC68AO866,B07DXRGWDJ,1,5995.0,2022-05-03 00:00:00.000000,2022-05-03 00:00:00.000000
677,ACIC68AO866,B0B9XLX8VR,12,65000.0,2022-05-03 00:00:00.000000,2022-05-03 00:00:00.000000
678,ACIC68AO866,B07VZYMQNZ,7,1440.0,2022-05-03 00:00:00.000000,2022-05-03 00:00:00.000000
679,ACIC68AO866,B07QHHCB27,10,2100.0,2022-05-03 00:00:00.000000,2022-05-03 00:00:00.000000
680,ACIC68AO866,B08FN6WGDQ,14,15990.0,2022-05-03 00:00:00.000000,2022-05-03 00:00:00.000000
681,NMIA04CA762,B07WMS7TWB,8,1245.0,2022-09-23 00:00:00.000000,2022-09-23 00:00:00.000000
682,NNCP32NI783,B014I8SX4Y,9,1400.0,2021-10-09 00:00:00.000000,2021-10-09 00:00:00.000000
683,NNCP32NI783,B07QMRHWJD,1,999.0,2021-10-09 00:00:00.000000,2021-10-09 00:00:00.000000
684,NNCP32NI783,B08497Z1MQ,13,700.0,2021-10-09 00:00:00.000000,2021-10-09 00:00:00.000000
685,NNCP32NI783,B01J8S6X2I,10,1100.0,2021-10-09 00:00:00.000000,2021-10-09 00:00:00.000000
686,NNCP32NI783,B09CMM3VGK,2,499.0,2021-10-09 00:00:00.000000,2021-10-09 00:00:00.000000
687,NNCP32NI783,B07N42JB4S,3,3990.0,2021-10-09 00:00:00.000000,2021-10-09 00:00:00.000000
688,NNCP32NI783,B082ZQ4479,6,4330.0,2021-10-09 00:00:00.000000,2021-10-09 00:00:00.000000
689,CMOA61II113,B0989W6J2F,15,1799.0,2021-05-05 00:00:00.000000,2021-05-05 00:00:00.000000
690,CMOA61II113,B099FDW2ZF,6,1499.0,2021-05-05 00:00:00.000000,2021-05-05 00:00:00.000000
691,CMOA61II113,B0BBMGLQDW,14,1999.0,2021-05-05 00:00:00.000000,2021-05-05 00:00:00.000000
692,OAAN33CI669,B0B3RRWSF6,10,9999.0,2022-10-06 00:00:00.000000,2022-10-06 00:00:00.000000
693,OAAN33CI669,B08DCVRW98,14,499.0,2022-10-06 00:00:00.000000,2022-10-06 00:00:00.000000
694,OAAN33CI669,B07HZ2QCGR,4,599.0,2022-10-06 00:00:00.000000,2022-10-06 00:00:00.000000
695,OAAN33CI669,B08K4PSZ3V,15,999.0,2022-10-06 00:00:00.000000,2022-10-06 00:00:00.000000
696,OAAN33CI669,B079Y6JZC8,11,299.0,2022-10-06 00:00:00.000000,2022-10-06 00:00:00.000000
697,NNCO51AN178,B083M7WPZD,3,5999.0,2021-02-05 00:00:00.000000,2021-02-05 00:00:00.000000
698,NNCO51AN178,B0994GFWBH,7,999.0,2021-02-05 00:00:00.000000,2021-02-05 00:00:00.000000
699,NNCO51AN178,B082LSVT4B,13,399.0,2021-02-05 00:00:00.000000,2021-02-05 00:00:00.000000
700,NNCO51AN178,B07W7Z6DVL,5,2999.0,2021-02-05 00:00:00.000000,2021-02-05 00:00:00.000000
701,NNCO51AN178,B09RMQYHLH,8,15999.0,2021-02-05 00:00:00.000000,2021-02-05 00:00:00.000000
702,PNOM47CN306,B07XJWTYM2,12,1999.0,2022-11-29 00:00:00.000000,2022-11-29 00:00:00.000000
703,PNOM47CN306,B09L8DSSFH,4,999.0,2022-11-29 00:00:00.000000,2022-11-29 00:00:00.000000
704,PNOM47CN306,B0989W6J2F,14,1799.0,2022-11-29 00:00:00.000000,2022-11-29 00:00:00.000000
705,PNOM47CN306,B07L8KNP5F,6,1399.0,2022-11-29 00:00:00.000000,2022-11-29 00:00:00.000000
706,PNOM47CN306,B0B12K5BPM,13,2299.0,2022-11-29 00:00:00.000000,2022-11-29 00:00:00.000000
707,PNOM47CN306,B07Y9PY6Y1,2,8820.0,2022-11-29 00:00:00.000000,2022-11-29 00:00:00.000000
708,PNOM47CN306,B0BBWJFK5C,13,8999.0,2022-11-29 00:00:00.000000,2022-11-29 00:00:00.000000
709,PAAO54AO440,B09GFPN6TP,11,9499.0,2021-12-06 00:00:00.000000,2021-12-06 00:00:00.000000
710,PAAO54AO440,B00P93X0VO,8,120.0,2021-12-06 00:00:00.000000,2021-12-06 00:00:00.000000
711,PAAO54AO440,B01F25X6RQ,15,499.0,2021-12-06 00:00:00.000000,2021-12-06 00:00:00.000000
712,PAAO54AO440,B01GGKYKQM,7,700.0,2021-12-06 00:00:00.000000,2021-12-06 00:00:00.000000
713,PAAO54AO440,B07V82W5CN,7,2198.0,2021-12-06 00:00:00.000000,2021-12-06 00:00:00.000000
714,PAAO54AO440,B00A0VCJPI,6,2499.0,2021-12-06 00:00:00.000000,2021-12-06 00:00:00.000000
715,PIAP44CA204,B01JOFKL0A,5,6355.0,2022-01-13 00:00:00.000000,2022-01-13 00:00:00.000000
716,PIAP44CA204,B01NCVJMKX,14,999.0,2022-01-13 00:00:00.000000,2022-01-13 00:00:00.000000
717,PIAP44CA204,B0B5ZF3NRK,4,599.0,2022-01-13 00:00:00.000000,2022-01-13 00:00:00.000000
718,PIAP44CA204,B0765B3TH7,3,599.0,2022-01-13 00:00:00.000000,2022-01-13 00:00:00.000000
719,PIAP44CA204,B0B3XXSB1K,13,79990.0,2022-01-13 00:00:00.000000,2022-01-13 00:00:00.000000
720,PIAP44CA204,B07GLS2563,3,1899.0,2022-01-13 00:00:00.000000,2022-01-13 00:00:00.000000
721,PIAP44CA204,B0949FPSFY,6,1999.0,2022-01-13 00:00:00.000000,2022-01-13 00:00:00.000000
722,AAIO34PI934,B0BF563HB4,10,19999.0,2022-01-17 00:00:00.000000,2022-01-17 00:00:00.000000
723,CMIP88NA589,B09NNHFSSF,12,4700.0,2022-10-10 00:00:00.000000,2022-10-10 00:00:00.000000
724,CMIP88NA589,B00AXHBBXU,6,550.0,2022-10-10 00:00:00.000000,2022-10-10 00:00:00.000000
725,CMIP88NA589,B09QS9X16F,6,18999.0,2022-10-10 00:00:00.000000,2022-10-10 00:00:00.000000
726,CMIP88NA589,B01LONQBDG,15,899.0,2022-10-10 00:00:00.000000,2022-10-10 00:00:00.000000
727,CMIP88NA589,B08QW937WV,1,2999.0,2022-10-10 00:00:00.000000,2022-10-10 00:00:00.000000
728,CMIP88NA589,B09DDCQFMT,13,1999.0,2022-10-10 00:00:00.000000,2022-10-10 00:00:00.000000
729,CMIP88NA589,B09NNZ1GF7,9,999.0,2022-10-10 00:00:00.000000,2022-10-10 00:00:00.000000
730,IPOI55CA161,B08TDJNM3G,2,59.0,2021-01-15 00:00:00.000000,2021-01-15 00:00:00.000000
731,IPOI55CA161,B0819HZPXL,8,549.0,2021-01-15 00:00:00.000000,2021-01-15 00:00:00.000000
732,OMCM79AC353,B01DF26V7A,13,1299.0,2021-12-02 00:00:00.000000,2021-12-02 00:00:00.000000
733,OMCM79AC353,B00LZLPYHW,15,160.0,2021-12-02 00:00:00.000000,2021-12-02 00:00:00.000000
734,OMCM79AC353,B01LYU3BZF,15,3190.0,2021-12-02 00:00:00.000000,2021-12-02 00:00:00.000000
735,OMCM79AC353,B09CMP1SC8,15,499.0,2021-12-02 00:00:00.000000,2021-12-02 00:00:00.000000
736,OMCM79AC353,B09CKSYBLR,4,1499.0,2021-12-02 00:00:00.000000,2021-12-02 00:00:00.000000
737,OMCP32AM407,B08TGG316Z,10,2399.0,2021-06-22 00:00:00.000000,2021-06-22 00:00:00.000000
738,OMCP32AM407,B07XLML2YS,4,3299.0,2021-06-22 00:00:00.000000,2021-06-22 00:00:00.000000
739,OMCP32AM407,B07J2NGB69,14,1390.0,2021-06-22 00:00:00.000000,2021-06-22 00:00:00.000000
740,AOOP20CA601,B08HVL8QN3,11,2199.0,2021-08-13 00:00:00.000000,2021-08-13 00:00:00.000000
741,AOOP20CA601,B09ND94ZRG,12,5999.0,2021-08-13 00:00:00.000000,2021-08-13 00:00:00.000000
742,AOOP20CA601,B00NNQMYNE,7,499.0,2021-08-13 00:00:00.000000,2021-08-13 00:00:00.000000
743,AOOP20CA601,B08JMC1988,13,2490.0,2021-08-13 00:00:00.000000,2021-08-13 00:00:00.000000
744,AOOP20CA601,B07YNTJ8ZM,10,999.0,2021-08-13 00:00:00.000000,2021-08-13 00:00:00.000000
745,AAOI49CI264,B009P2L7CO,15,1920.0,2021-11-16 00:00:00.000000,2021-11-16 00:00:00.000000
746,AAOI49CI264,B097R2V1W8,15,5890.0,2021-11-16 00:00:00.000000,2021-11-16 00:00:00.000000
747,INIA14CI242,B08QJJCY2Q,15,299.0,2022-06-19 00:00:00.000000,2022-06-19 00:00:00.000000
748,INIA14CI242,B09H34V36W,13,2495.0,2022-06-19 00:00:00.000000,2022-06-19 00:00:00.000000
749,INIA14CI242,B09V2Q4QVQ,9,1599.0,2022-06-19 00:00:00.000000,2022-06-19 00:00:00.000000
750,INIA14CI242,B09LRZYBH1,6,3999.0,2022-06-19 00:00:00.000000,2022-06-19 00:00:00.000000
751,INIA14CI242,B07VZH6ZBB,6,12500.0,2022-06-19 00:00:00.000000,2022-06-19 00:00:00.000000
752,INIA14CI242,B075ZTJ9XR,4,650.0,2022-06-19 00:00:00.000000,2022-06-19 00:00:00.000000
753,INIA14CI242,B07VSG5SXZ,14,1499.0,2022-06-19 00:00:00.000000,2022-06-19 00:00:00.000000
754,NIAA24AI565,B0814LP6S9,8,1099.0,2022-11-11 00:00:00.000000,2022-11-11 00:00:00.000000
755,NIAA24AI565,B00AXHBBXU,14,550.0,2022-11-11 00:00:00.000000,2022-11-11 00:00:00.000000
756,PINI84CC225,B0746JGVDS,14,999.0,2021-06-10 00:00:00.000000,2021-06-10 00:00:00.000000
757,PINI84CC225,B07T9FV9YP,6,1799.0,2021-06-10 00:00:00.000000,2021-06-10 00:00:00.000000
758,PINI84CC225,B0B7L86YCB,8,300.0,2021-06-10 00:00:00.000000,2021-06-10 00:00:00.000000
759,PINI84CC225,B07GMFY9QM,11,999.0,2021-06-10 00:00:00.000000,2021-06-10 00:00:00.000000
760,PINI84CC225,B08TR61BVK,14,1499.0,2021-06-10 00:00:00.000000,2021-06-10 00:00:00.000000
761,PINI84CC225,B09J4YQYX3,2,2290.0,2021-06-10 00:00:00.000000,2021-06-10 00:00:00.000000
762,PINI84CC225,B07Q7561HD,15,180.0,2021-06-10 00:00:00.000000,2021-06-10 00:00:00.000000
763,CMNO69CI547,B07GVR9TG7,13,4999.0,2022-05-08 00:00:00.000000,2022-05-08 00:00:00.000000
764,CMNO69CI547,B09NL7LBWT,5,1999.0,2022-05-08 00:00:00.000000,2022-05-08 00:00:00.000000
765,CMNO69CI547,B01MQZ7J8K,2,1445.0,2022-05-08 00:00:00.000000,2022-05-08 00:00:00.000000
766,CMNO69CI547,B09H3BXWTK,11,2799.0,2022-05-08 00:00:00.000000,2022-05-08 00:00:00.000000
767,CMNO69CI547,B00NNQMYNE,2,499.0,2022-05-08 00:00:00.000000,2022-05-08 00:00:00.000000
768,CMNO69CI547,B0B3RRWSF6,1,9999.0,2022-05-08 00:00:00.000000,2022-05-08 00:00:00.000000
769,AANP00PA225,B08D64C9FN,10,2799.0,2021-09-14 00:00:00.000000,2021-09-14 00:00:00.000000
770,AOAO10PM553,B09T3KB6JZ,11,40990.0,2022-03-19 00:00:00.000000,2022-03-19 00:00:00.000000
771,AOAO10PM553,B09RZS1NQT,8,999.0,2022-03-19 00:00:00.000000,2022-03-19 00:00:00.000000
772,AOAO10PM553,B0B23LW7NV,11,2899.0,2022-03-19 00:00:00.000000,2022-03-19 00:00:00.000000
773,AOAO10PM553,B09W5XR9RT,15,1999.0,2022-03-19 00:00:00.000000,2022-03-19 00:00:00.000000
774,AOAO10PM553,B09HQSV46W,8,29999.0,2022-03-19 00:00:00.000000,2022-03-19 00:00:00.000000
775,COPA59AC328,B00VA7YYUO,9,99.0,2021-02-25 00:00:00.000000,2021-02-25 00:00:00.000000
776,COPA59AC328,B0819ZZK5K,12,2800.0,2021-02-25 00:00:00.000000,2021-02-25 00:00:00.000000
777,COPA59AC328,B08C7TYHPB,2,1490.0,2021-02-25 00:00:00.000000,2021-02-25 00:00:00.000000
778,COPA59AC328,B09C6HXFC1,10,1799.0,2021-02-25 00:00:00.000000,2021-02-25 00:00:00.000000
779,OMAA69CA525,B07JW9H4J1,2,1099.0,2022-03-28 00:00:00.000000,2022-03-28 00:00:00.000000
780,OMAA69CA525,B0BMTZ4T1D,8,1599.0,2022-03-28 00:00:00.000000,2022-03-28 00:00:00.000000
